DEPP;CODCOMP;COMP;DEP;CODCOM;COM;PMUN;PCAP;PTOT
39;010;Andelot-Morval;39;369;Morval;28;0;28
39;368;Hauts de Bienne;39;371;La Mouille;306;7;313
39;205;Éclans-Nenon;39;383;Nenon;117;5;122
39;190;Dampierre;39;414;Le Petit-Mercey;130;1;131
39;130;Nanchez;39;417;Les Piards;170;4;174
39;286;Lavans-lès-Saint-Claude;39;438;Ponthoux;68;3;71
39;286;Lavans-lès-Saint-Claude;39;440;Pratz;487;21;508
39;130;Nanchez;39;442;Prénovel;258;16;274
39;017;Arlay;39;482;Saint-Germain-lès-Arlay;423;19;442
39;491;Coteaux du Lizon;39;491;Saint-Lupicin;1884;81;1965
39;583;Vosbles-Valfin;39;542;Valfin-sur-Valouse;73;4;77
39;576;Val-Sonnette;39;549;Vercia;300;9;309
39;130;Nanchez;39;562;Villard-sur-Bienne;172;15;187
39;018;Aromas;39;566;Villeneuve-lès-Charnod;84;0;84
39;576;Val-Sonnette;39;576;Vincelles;398;10;408
39;086;Cernon;39;578;Viremont;28;1;29
40;197;Morcenx-la-Nouvelle;40;009;Arjuzanx;208;5;213
40;243;Rion-des-Landes;40;048;Boos;478;5;483
40;197;Morcenx-la-Nouvelle;40;107;Garrosse;304;3;307
40;243;Rion-des-Landes;40;243;Rion-des-Landes;2587;36;2623
40;197;Morcenx-la-Nouvelle;40;302;Sindères;178;6;184
41;248;Couëtron-au-Perche;41;005;Arville;92;0;92
41;171;Oucques La Nouvelle;41;011;Baigneaux;60;1;61
41;171;Oucques La Nouvelle;41;015;Beauvilliers;55;1;56
41;273;Vievy-le-Rayé;41;021;La Bosse;125;3;128
41;151;Montrichard Val de Cher;41;023;Bourré;604;11;615
41;142;Valencisse;41;033;Chambon-sur-Cisse;679;51;730
41;055;Valloire-sur-Cisse;41;055;Chouzy-sur-Cisse;1986;40;2026
41;173;Beauce la Romaine;41;056;La Colombe;173;4;177
41;059;Le Controis-en-Sologne;41;059;Contres;3566;72;3638
41;055;Valloire-sur-Cisse;41;064;Coulanges;306;13;319
41;070;Vallée-de-Ronsard;41;070;Couture-sur-Loir;413;10;423
41;273;Vievy-le-Rayé;41;076;Écoman;130;2;132
41;059;Le Controis-en-Sologne;41;082;Feings;704;12;716
41;059;Le Controis-en-Sologne;41;092;Fougères-sur-Bièvre;775;31;806
41;173;Beauce la Romaine;41;133;Membrolles;276;2;278
41;142;Valencisse;41;142;Molineuf;730;19;749
41;151;Montrichard Val de Cher;41;151;Montrichard;3071;30;3101
41;248;Couëtron-au-Perche;41;165;Oigny;88;5;93
41;167;Veuzain-sur-Loire;41;167;Onzain;3179;84;3263
41;142;Valencisse;41;169;Orchaise;922;25;947
41;059;Le Controis-en-Sologne;41;170;Ouchamps;720;26;746
41;171;Oucques La Nouvelle;41;171;Oucques;1493;25;1518
41;173;Beauce la Romaine;41;173;Ouzouer-le-Marché;2028;41;2069
41;173;Beauce la Romaine;41;183;Prénouvellon;264;8;272
41;248;Couëtron-au-Perche;41;197;Saint-Agil;273;2;275
41;248;Couëtron-au-Perche;41;202;Saint-Avit;94;3;97
41;171;Oucques La Nouvelle;41;210;Sainte-Gemmes;94;2;96
41;149;Montoire-sur-le-Loir;41;227;Saint-Quentin-lès-Troo;222;5;227
41;055;Valloire-sur-Cisse;41;240;Seillac;109;1;110
41;173;Beauce la Romaine;41;244;Semerville;88;0;88
41;248;Couëtron-au-Perche;41;248;Souday;484;12;496
41;059;Le Controis-en-Sologne;41;257;Thenay;898;13;911
41;070;Vallée-de-Ronsard;41;263;Tréhet;105;1;106
41;173;Beauce la Romaine;41;264;Tripleville;171;1;172
41;173;Beauce la Romaine;41;270;Verdes;436;4;440
41;167;Veuzain-sur-Loire;41;272;Veuves;222;3;225
42;268;Vézelin-sur-Loire;42;004;Amions;304;5;309
42;039;Chalmazel-Jeansagnière;42;039;Chalmazel;357;2;359
42;225;Genilac;42;080;La Cula;972;14;986
42;268;Vézelin-sur-Loire;42;082;Dancé;175;6;181
42;039;Chalmazel-Jeansagnière;42;114;Jeansagnière;96;3;99
42;218;Saint-Étienne;42;190;Rochetaillée;685;8;693
42;245;Vêtre-sur-Anzon;42;245;Saint-Julien-la-Vêtre;367;6;373
42;279;Saint-Just-Saint-Rambert;42;250;Saint-Just-sur-Loire;7012;115;7127
42;268;Vézelin-sur-Loire;42;268;Saint-Paul-de-Vézelin;324;4;328
42;245;Vêtre-sur-Anzon;42;291;Saint-Thurin;211;7;218
43;221;Saint-Privat-d'Allier;43;176;Saint-Didier-d'Allier;49;0;49
43;090;Esplantas-Vazeilles;43;255;Vazeilles-près-Saugues;35;1;36
44;163;Vair-sur-Loire;44;004;Anetz;2126;55;2181
44;005;Chaumes-en-Retz;44;005;Arthon-en-Retz;4350;69;4419
44;029;Divatte-sur-Loire;44;008;Barbechat;1331;21;1352
44;213;Loireauxence;44;011;Belligné;1812;31;1843
44;180;Vallons-de-l'Erdre;44;017;Bonnœuvre;552;15;567
44;021;Villeneuve-en-Retz;44;021;Bourgneuf-en-Retz;3743;59;3802
44;029;Divatte-sur-Loire;44;029;La Chapelle-Basse-Mer;5711;99;5810
44;213;Loireauxence;44;034;La Chapelle-Saint-Sauveur;821;9;830
44;005;Chaumes-en-Retz;44;040;Chéméré;2699;40;2739
44;021;Villeneuve-en-Retz;44;059;Fresnay-en-Retz;1270;28;1298
44;087;Machecoul-Saint-Même;44;087;Machecoul;6397;208;6605
44;180;Vallons-de-l'Erdre;44;093;Maumusson;1063;26;1089
44;213;Loireauxence;44;147;La Rouxière;1175;11;1186
44;163;Vair-sur-Loire;44;163;Saint-Herblon;2681;51;2732
44;180;Vallons-de-l'Erdre;44;180;Saint-Mars-la-Jaille;2370;40;2410
44;087;Machecoul-Saint-Même;44;181;Saint-Même-le-Tenu;1229;25;1254
44;180;Vallons-de-l'Erdre;44;191;Saint-Sulpice-des-Landes;670;13;683
44;213;Loireauxence;44;213;Varades;3725;74;3799
44;180;Vallons-de-l'Erdre;44;219;Vritz;739;8;747
44;180;Vallons-de-l'Erdre;44;225;Freigné;1091;20;1111
45;240;Outarville;45;003;Allainville-en-Beauce;143;6;149
45;155;Gien;45;007;Arrabloy;544;17;561
45;253;Pithiviers-le-Vieil;45;048;Bouzonville-en-Beauce;289;7;296
45;191;Le Malesherbois;45;057;Labrosse;95;1;96
45;035;Boiscommun;45;090;Chemault;286;10;296
45;191;Le Malesherbois;45;106;Coudray;385;16;401
45;240;Outarville;45;140;Faronville;131;0;131
45;160;Greneville-en-Beauce;45;163;Guignonville;281;4;285
45;025;Bazoches-les-Gallerandes;45;172;Izy;309;3;312
45;191;Le Malesherbois;45;190;Mainvilliers;261;3;264
45;191;Le Malesherbois;45;191;Malesherbes;5987;117;6104
45;191;Le Malesherbois;45;192;Manchecourt;751;12;763
45;191;Le Malesherbois;45;221;Nangeville;112;1;113
45;191;Le Malesherbois;45;236;Orveau-Bellesauve;413;11;424
45;240;Outarville;45;295;Saint-Péravy-Épreux;176;5;181
45;162;Guigneville;45;304;Sébouville;208;7;215
45;240;Outarville;45;318;Teillay-le-Gaudin;145;4;149
45;118;Crottes-en-Pithiverais;45;319;Teillay-Saint-Benoît;76;0;76
45;348;Yèvre-la-Ville;45;349;Yèvre-le-Châtel;209;6;215
46;263;Barguelonne-en-Quercy;46;014;Bagat-en-Quercy;191;4;195
46;138;Cœur de Causse;46;019;Beaumat;72;0;72
46;033;Porte-du-Quercy;46;033;Le Boulvé;162;4;166
46;311;Sousceyrac-en-Quercy;46;048;Calviac;149;0;149
46;063;Castelnau Montratier-Sainte Alauzie;46;063;Castelnau-Montratier;1730;37;1767
46;232;Le Vignon-en-Quercy;46;067;Cazillac;419;11;430
46;311;Sousceyrac-en-Quercy;46;071;Comiac;212;4;216
46;156;Bellefont-La Rauze;46;077;Cours;295;5;300
46;083;Cressensac-Sarrazac;46;083;Cressensac;613;6;619
46;033;Porte-du-Quercy;46;099;Fargues;164;3;167
46;103;Saint-Paul-Flaugnac;46;103;Flaugnac;408;11;419
46;138;Cœur de Causse;46;110;Fontanes-du-Causse;62;1;63
46;138;Cœur de Causse;46;138;Labastide-Murat;620;15;635
46;311;Sousceyrac-en-Quercy;46;141;Lacam-d'Ourcet;105;5;110
46;311;Sousceyrac-en-Quercy;46;150;Lamativie;55;1;56
46;156;Bellefont-La Rauze;46;156;Laroque-des-Arcs;465;11;476
46;262;Lendou-en-Quercy;46;158;Lascabanes;216;4;220
46;232;Le Vignon-en-Quercy;46;232;Les Quatre-Routes-du-Lot;566;13;579
46;063;Castelnau Montratier-Sainte Alauzie;46;248;Sainte-Alauzie;106;1;107
46;252;Les Pechs du Vers;46;252;Saint-Cernin;205;5;210
46;262;Lendou-en-Quercy;46;262;Saint-Cyprien;245;5;250
46;263;Barguelonne-en-Quercy;46;263;Saint-Daunès;222;6;228
46;268;Saint Géry-Vers;46;268;Saint-Géry;445;13;458
46;262;Lendou-en-Quercy;46;274;Saint-Laurent-Lolmie;168;4;172
46;252;Les Pechs du Vers;46;275;Saint-Martin-de-Vers;109;3;112
46;033;Porte-du-Quercy;46;278;Saint-Matré;122;3;125
46;263;Barguelonne-en-Quercy;46;285;Saint-Pantaléon;284;6;290
46;103;Saint-Paul-Flaugnac;46;287;Saint-Paul-de-Loubressac;586;15;601
46;138;Cœur de Causse;46;291;Saint-Sauveur-la-Vallée;51;0;51
46;083;Cressensac-Sarrazac;46;298;Sarrazac;512;9;521
46;033;Porte-du-Quercy;46;300;Saux;112;2;114
46;311;Sousceyrac-en-Quercy;46;311;Sousceyrac;813;9;822
46;138;Cœur de Causse;46;325;Vaillac;95;2;97
46;156;Bellefont-La Rauze;46;327;Valroufié;453;14;467
46;268;Saint Géry-Vers;46;331;Vers;462;7;469
47;302;Sos;47;116;Gueyze;137;3;140
47;221;Réaup-Lisse;47;149;Lisse;230;7;237
47;302;Sos;47;166;Meylan;51;0;51
47;206;Pinel-Hauterive;47;268;Saint-Pierre-de-Caubel;189;1;190
47;134;Lannes;47;322;Villeneuve-de-Mézin;73;0;73
48;009;Peyre en Aubrac;48;009;Aumont-Aubrac;1026;27;1053
48;034;La Canourgue;48;011;Auxillac;332;6;338
48;027;Mont Lozère et Goulet;48;014;Bagnols-les-Bains;246;4;250
48;027;Mont Lozère et Goulet;48;023;Belvezet;79;0;79
48;027;Mont Lozère et Goulet;48;027;Le Bleymard;380;25;405
48;034;La Canourgue;48;035;La Capelle;97;6;103
48;038;Bel-Air-Val-d'Ance;48;038;Chambon-le-Château;292;4;296
48;027;Mont Lozère et Goulet;48;040;Chasseradès;142;1;143
48;009;Peyre en Aubrac;48;047;La Chaze-de-Peyre;324;5;329
48;099;Bourgs sur Colagne;48;049;Chirac;1143;18;1161
48;127;Monts-de-Randon;48;057;Estables;154;2;156
48;009;Peyre en Aubrac;48;060;Fau-de-Peyre;176;1;177
48;105;Naussac-Fontanes;48;062;Fontanes;164;7;171
48;116;Pont de Montvert - Sud Mont Lozère;48;066;Fraissinet-de-Lozère;191;8;199
48;009;Peyre en Aubrac;48;076;Javols;322;54;376
48;126;Lachamp-Ribennes;48;078;Lachamp;184;5;189
48;139;Saint Bonnet-Laval;48;084;Laval-Atger;148;2;150
48;087;Prinsuéjols-Malbouzon;48;087;Malbouzon;120;4;124
48;027;Mont Lozère et Goulet;48;093;Mas-d'Orcières;103;0;103
48;094;Massegros Causses Gorges;48;094;Le Massegros;404;12;416
48;099;Bourgs sur Colagne;48;099;Le Monastier-Pin-Moriès;948;28;976
48;146;Gorges du Tarn Causses;48;101;Montbrun;80;3;83
48;034;La Canourgue;48;102;Montjézieu;124;6;130
48;105;Naussac-Fontanes;48;105;Naussac;209;8;217
48;116;Pont de Montvert - Sud Mont Lozère;48;116;Le Pont-de-Montvert;306;8;314
48;087;Prinsuéjols-Malbouzon;48;120;Prinsuéjols;144;6;150
48;146;Gorges du Tarn Causses;48;122;Quézac;324;8;332
48;094;Massegros Causses Gorges;48;125;Le Recoux;130;7;137
48;126;Lachamp-Ribennes;48;126;Ribennes;179;6;185
48;127;Monts-de-Randon;48;127;Rieutort-de-Randon;761;17;778
48;127;Monts-de-Randon;48;133;Saint-Amans;177;3;180
48;152;Ventalon en Cévennes;48;134;Saint-Andéol-de-Clerguemort;92;2;94
48;139;Saint Bonnet-Laval;48;139;Saint-Bonnet-de-Montauroux;105;0;105
48;009;Peyre en Aubrac;48;142;Sainte-Colombe-de-Peyre;199;4;203
48;146;Gorges du Tarn Causses;48;146;Sainte-Enimie;501;22;523
48;152;Ventalon en Cévennes;48;152;Saint-Frézal-de-Ventalon;171;3;174
48;094;Massegros Causses Gorges;48;154;Saint-Georges-de-Lévéjac;264;5;269
48;166;Cans et Cévennes;48;162;Saint-Julien-d'Arpaon;94;1;95
48;027;Mont Lozère et Goulet;48;164;Saint-Julien-du-Tournel;112;0;112
48;166;Cans et Cévennes;48;166;Saint-Laurent-de-Trèves;196;11;207
48;116;Pont de Montvert - Sud Mont Lozère;48;172;Saint-Maurice-de-Ventalon;57;2;59
48;094;Massegros Causses Gorges;48;180;Saint-Rome-de-Dolan;66;3;69
48;009;Peyre en Aubrac;48;183;Saint-Sauveur-de-Peyre;248;7;255
48;038;Bel-Air-Val-d'Ance;48;184;Saint-Symphorien;253;3;256
48;127;Monts-de-Randon;48;189;Servières;137;3;140
48;094;Massegros Causses Gorges;48;195;Les Vignes;80;1;81
48;039;Chanac;48;196;Le Villard;84;3;87
48;127;Monts-de-Randon;48;197;La Villedieu;35;0;35
49;050;Brissac Loire Aubance;49;001;Les Alleuds;948;24;972
49;003;Tuffalun;49;003;Ambillou-Château;928;19;947
49;307;Loire-Authion;49;004;Andard;2870;100;2970
49;176;Le Lion-d'Angers;49;005;Andigné;432;6;438
49;023;Beaupréau-en-Mauges;49;006;Andrezé;1940;58;1998
49;228;Noyant-Villages;49;013;Auverse;448;10;458
49;331;Segré-en-Anjou Bleu;49;014;Aviré;488;23;511
49;328;Saumur;49;016;Bagneux;4289;157;4446
49;018;Baugé-en-Anjou;49;018;Baugé;3698;77;3775
49;307;Loire-Authion;49;019;Bauné;1749;61;1810
49;021;Beaufort-en-Anjou;49;021;Beaufort-en-Vallée;6628;96;6724
49;023;Beaupréau-en-Mauges;49;023;Beaupréau;7463;222;7685
49;244;Mauges-sur-Loire;49;024;Beausse;372;10;382
49;163;Jarzé Villages;49;025;Beauvau;296;3;299
49;029;Blaison-Saint-Sulpice;49;029;Blaison-Gohier;1100;24;1124
49;018;Baugé-en-Anjou;49;031;Bocé;635;13;648
49;307;Loire-Authion;49;032;La Bohalle;1249;43;1292
49;218;Montrevault-sur-Èvre;49;033;La Boissière-sur-Èvre;436;8;444
49;244;Mauges-sur-Loire;49;034;Botz-en-Mauges;785;21;806
49;331;Segré-en-Anjou Bleu;49;037;Le Bourg-d'Iré;826;38;864
49;244;Mauges-sur-Loire;49;039;Bourgneuf-en-Mauges;658;17;675
49;069;Orée d'Anjou;49;040;Bouzillé;1502;28;1530
49;307;Loire-Authion;49;042;Brain-sur-l'Authion;3418;119;3537
49;367;Erdre-en-Anjou;49;043;Brain-sur-Longuenée;945;14;959
49;228;Noyant-Villages;49;044;Breil;238;3;241
49;060;Bellevigne-les-Châteaux;49;046;Brézé;1224;29;1253
49;125;Doué-en-Anjou;49;047;Brigné;462;10;472
49;138;Les Bois d'Anjou;49;049;Brion;1173;19;1192
49;050;Brissac Loire Aubance;49;050;Brissac-Quincé;3178;80;3258
49;080;Les Hauts-d'Anjou;49;051;Brissarthe;616;7;623
49;228;Noyant-Villages;49;052;Broc;301;4;305
49;373;Lys-Haut-Layon;49;059;Les Cerqueux-sous-Passavant;494;9;503
49;060;Bellevigne-les-Châteaux;49;060;Chacé;1400;33;1433
49;228;Noyant-Villages;49;062;Chalonnes-sous-le-Lude;131;4;135
49;080;Les Hauts-d'Anjou;49;065;Champigné;2277;73;2350
49;345;Bellevigne-en-Layon;49;066;Champ-sur-Layon;958;18;976
49;067;Chenillé-Champteussé;49;067;Champteussé-sur-Baconne;206;4;210
49;069;Orée d'Anjou;49;069;Champtoceaux;2648;49;2697
49;092;Chemillé-en-Anjou;49;071;Chanzeaux;1128;33;1161
49;023;Beaupréau-en-Mauges;49;072;La Chapelle-du-Genêt;1165;35;1200
49;248;Ombrée d'Anjou;49;073;La Chapelle-Hullin;131;3;134
49;092;Chemillé-en-Anjou;49;074;La Chapelle-Rousselin;810;24;834
49;244;Mauges-sur-Loire;49;075;La Chapelle-Saint-Florent;1423;37;1460
49;331;Segré-en-Anjou Bleu;49;077;La Chapelle-sur-Oudon;683;32;715
49;050;Brissac Loire Aubance;49;078;Charcé-Saint-Ellier-sur-Aubance;768;19;787
49;018;Baugé-en-Anjou;49;079;Chartrené;52;1;53
49;080;Les Hauts-d'Anjou;49;080;Châteauneuf-sur-Sarthe;3071;27;3098
49;331;Segré-en-Anjou Bleu;49;081;Châtelais;670;31;701
49;218;Montrevault-sur-Èvre;49;083;Chaudron-en-Mauges;1431;28;1459
49;163;Jarzé Villages;49;084;Chaumont-d'Anjou;289;5;294
49;218;Montrevault-sur-Èvre;49;085;La Chaussaire;810;16;826
49;086;Terranjou;49;086;Chavagnes;1291;27;1318
49;228;Noyant-Villages;49;087;Chavaignes;93;1;94
49;248;Ombrée d'Anjou;49;088;Chazé-Henry;768;7;775
49;050;Brissac Loire Aubance;49;091;Chemellier;787;20;807
49;092;Chemillé-en-Anjou;49;092;Chemillé;7384;218;7602
49;220;Morannes sur Sarthe-Daumeray;49;093;Chemiré-sur-Sarthe;265;5;270
49;261;Gennes-Val-de-Loire;49;094;Chênehutte-Trèves-Cunault;974;25;999
49;067;Chenillé-Champteussé;49;095;Chenillé-Changé;136;2;138
49;080;Les Hauts-d'Anjou;49;096;Cherré;557;7;564
49;018;Baugé-en-Anjou;49;097;Cheviré-le-Rouge;840;17;857
49;228;Noyant-Villages;49;098;Chigné;300;7;307
49;018;Baugé-en-Anjou;49;101;Clefs;1000;21;1021
49;248;Ombrée d'Anjou;49;103;Combrée;2749;53;2802
49;125;Doué-en-Anjou;49;104;Concourson-sur-Layon;573;13;586
49;080;Les Hauts-d'Anjou;49;105;Contigné;774;10;784
49;307;Loire-Authion;49;106;Corné;3199;111;3310
49;183;Val d'Erdre-Auxence;49;108;La Cornuaille;954;18;972
49;092;Chemillé-en-Anjou;49;111;Cossé-d'Anjou;398;12;410
49;050;Brissac Loire Aubance;49;115;Coutures;517;13;530
49;018;Baugé-en-Anjou;49;116;Cuon;571;12;583
49;307;Loire-Authion;49;117;La Daguenière;1225;42;1267
49;328;Saumur;49;118;Dampierre-sur-Loire;305;11;316
49;220;Morannes sur Sarthe-Daumeray;49;119;Daumeray;1502;17;1519
49;228;Noyant-Villages;49;122;Dénezé-sous-le-Lude;259;4;263
49;125;Doué-en-Anjou;49;125;Doué-la-Fontaine;7752;172;7924
49;069;Orée d'Anjou;49;126;Drain;2115;40;2155
49;018;Baugé-en-Anjou;49;128;Échemiré;590;12;602
49;345;Bellevigne-en-Layon;49;133;Faveraye-Mâchelles;652;11;663
49;345;Bellevigne-en-Layon;49;134;Faye-d'Anjou;1406;31;1437
49;331;Segré-en-Anjou Bleu;49;136;La Ferrière-de-Flée;346;16;362
49;218;Montrevault-sur-Èvre;49;137;Le Fief-Sauvin;1703;33;1736
49;138;Les Bois d'Anjou;49;138;Fontaine-Guérin;945;27;972
49;194;Mazé-Milon;49;139;Fontaine-Milon;592;14;606
49;125;Doué-en-Anjou;49;141;Forges;348;8;356
49;373;Lys-Haut-Layon;49;142;La Fosse-de-Tigné;236;2;238
49;018;Baugé-en-Anjou;49;143;Fougeré;806;17;823
49;218;Montrevault-sur-Èvre;49;145;Le Fuilet;1870;36;1906
49;021;Beaufort-en-Anjou;49;147;Gée;468;50;518
49;367;Erdre-en-Anjou;49;148;Gené;496;8;504
49;261;Gennes-Val-de-Loire;49;149;Gennes;2366;40;2406
49;228;Noyant-Villages;49;150;Genneteil;305;5;310
49;023;Beaupréau-en-Mauges;49;151;Gesté;2805;84;2889
49;092;Chemillé-en-Anjou;49;153;Valanjou;2178;64;2242
49;261;Gennes-Val-de-Loire;49;154;Grézillé;616;11;627
49;248;Ombrée d'Anjou;49;156;Grugé-l'Hôpital;303;3;306
49;018;Baugé-en-Anjou;49;157;Le Guédeniau;384;8;392
49;331;Segré-en-Anjou Bleu;49;158;L'Hôtellerie-de-Flée;551;26;577
49;174;Huillé-Lézigné;49;159;Huillé;557;10;567
49;023;Beaupréau-en-Mauges;49;162;Jallais;3479;104;3583
49;163;Jarzé Villages;49;163;Jarzé;1851;15;1866
49;023;Beaupréau-en-Mauges;49;165;La Jubaudière;1233;37;1270
49;167;Les Garennes sur Loire;49;167;Juigné-sur-Loire;2762;51;2813
49;180;Longué-Jumelles;49;168;Jumelles;1113;18;1131
49;092;Chemillé-en-Anjou;49;169;La Jumellière;1366;40;1406
49;069;Orée d'Anjou;49;172;Landemont;1911;36;1947
49;228;Noyant-Villages;49;173;Lasse;270;5;275
49;174;Huillé-Lézigné;49;174;Lézigné;761;12;773
49;228;Noyant-Villages;49;175;Linières-Bouton;90;3;93
49;069;Orée d'Anjou;49;177;Liré;2500;47;2547
49;301;Sèvremoine;49;179;Le Longeron;2123;48;2171
49;003;Tuffalun;49;181;Louerre;464;12;476
49;183;Val d'Erdre-Auxence;49;183;Le Louroux-Béconnais;3271;53;3324
49;331;Segré-en-Anjou Bleu;49;184;Louvaines;442;20;462
49;163;Jarzé Villages;49;185;Lué-en-Baugeois;330;8;338
49;050;Brissac Loire Aubance;49;186;Luigné;278;7;285
49;331;Segré-en-Anjou Bleu;49;187;Marans;561;26;587
49;080;Les Hauts-d'Anjou;49;189;Marigné;703;16;719
49;244;Mauges-sur-Loire;49;190;Le Marillais;1117;29;1146
49;086;Terranjou;49;191;Martigné-Briand;1894;39;1933
49;194;Mazé-Milon;49;194;Mazé;5268;78;5346
49;200;Longuenée-en-Anjou;49;196;La Meignanne;2272;103;2375
49;228;Noyant-Villages;49;197;Meigné-le-Vicomte;302;4;306
49;125;Doué-en-Anjou;49;198;Meigné;367;8;375
49;092;Chemillé-en-Anjou;49;199;Melay;1575;46;1621
49;200;Longuenée-en-Anjou;49;200;La Membrolle-sur-Longuenée;2041;27;2068
49;228;Noyant-Villages;49;202;Méon;234;4;238
49;244;Mauges-sur-Loire;49;204;Le Mesnil-en-Vallée;1425;38;1463
49;301;Sèvremoine;49;206;Montfaucon-Montigné;2345;53;2398
49;125;Doué-en-Anjou;49;207;Montfort;112;2;114
49;331;Segré-en-Anjou Bleu;49;208;Montguillon;217;10;227
49;244;Mauges-sur-Loire;49;212;Montjean-sur-Loire;3160;83;3243
49;018;Baugé-en-Anjou;49;213;Montpollin;260;5;265
49;218;Montrevault-sur-Èvre;49;218;Montrevault;1162;22;1184
49;092;Chemillé-en-Anjou;49;225;Neuvy-en-Mauges;832;25;857
49;248;Ombrée d'Anjou;49;226;Noëllet;478;7;485
49;086;Terranjou;49;227;Notre-Dame-d'Allençon;765;7;772
49;228;Noyant-Villages;49;228;Noyant;1764;55;1819
49;331;Segré-en-Anjou Bleu;49;229;Noyant-la-Gravoyère;1900;88;1988
49;003;Tuffalun;49;230;Noyant-la-Plaine;351;6;357
49;373;Lys-Haut-Layon;49;232;Nueil-sur-Layon;1310;19;1329
49;331;Segré-en-Anjou Bleu;49;233;Nyoiseau;1191;55;1246
49;228;Noyant-Villages;49;234;Parçay-les-Pins;794;8;802
49;323;Verrières-en-Anjou;49;238;Pellouailles-les-Vignes;2560;41;2601
49;023;Beaupréau-en-Mauges;49;239;Le Pin-en-Mauges;1388;42;1430
49;200;Longuenée-en-Anjou;49;242;Le Plessis-Macé;1300;27;1327
49;023;Beaupréau-en-Mauges;49;243;La Poitevinière;1092;33;1125
49;244;Mauges-sur-Loire;49;244;La Pommeraye;3983;105;4088
49;018;Baugé-en-Anjou;49;245;Pontigné;226;5;231
49;248;Ombrée d'Anjou;49;248;Pouancé;3166;116;3282
49;367;Erdre-en-Anjou;49;249;La Pouëze;2001;27;2028
49;248;Ombrée d'Anjou;49;250;La Prévière;232;5;237
49;200;Longuenée-en-Anjou;49;251;Pruillé;721;15;736
49;218;Montrevault-sur-Èvre;49;252;Le Puiset-Doré;1170;23;1193
49;080;Les Hauts-d'Anjou;49;254;Querré;366;4;370
49;345;Bellevigne-en-Layon;49;256;Rablay-sur-Layon;788;17;805
49;301;Sèvremoine;49;258;La Renaudière;1045;24;1069
49;261;Gennes-Val-de-Loire;49;261;Les Rosiers-sur-Loire;2328;44;2372
49;301;Sèvremoine;49;263;Roussay;1224;28;1252
49;301;Sèvremoine;49;264;Saint-André-de-la-Marche;2949;67;3016
49;292;Val-du-Layon;49;265;Saint-Aubin-de-Luigné;1272;23;1295
49;092;Chemillé-en-Anjou;49;268;Sainte-Christine;766;23;789
49;069;Orée d'Anjou;49;270;Saint-Christophe-la-Couperie;791;15;806
49;301;Sèvremoine;49;273;Saint-Crespin-sur-Moine;1581;36;1617
49;060;Bellevigne-les-Châteaux;49;274;Saint-Cyr-en-Bourg;847;17;864
49;244;Mauges-sur-Loire;49;276;Saint-Florent-le-Vieil;2872;76;2948
49;331;Segré-en-Anjou Bleu;49;277;Sainte-Gemmes-d'Andigné;1422;66;1488
49;261;Gennes-Val-de-Loire;49;279;Saint-Georges-des-Sept-Voies;659;9;668
49;138;Les Bois d'Anjou;49;280;Saint-Georges-du-Bois;456;6;462
49;092;Chemillé-en-Anjou;49;281;Saint-Georges-des-Gardes;1603;47;1650
49;125;Doué-en-Anjou;49;282;Saint-Georges-sur-Layon;745;16;761
49;301;Sèvremoine;49;285;Saint-Germain-sur-Moine;3009;68;3077
49;373;Lys-Haut-Layon;49;286;Saint-Hilaire-du-Bois;1353;43;1396
49;328;Saumur;49;287;Saint-Hilaire-Saint-Florent;4001;147;4148
49;298;Saint-Léger-de-Linières;49;289;Saint-Jean-de-Linières;1771;35;1806
49;167;Les Garennes sur Loire;49;290;Saint-Jean-des-Mauvrets;1852;58;1910
49;292;Val-du-Layon;49;292;Saint-Lambert-du-Lattay;2183;25;2208
49;328;Saumur;49;293;Saint-Lambert-des-Levées;3244;119;3363
49;244;Mauges-sur-Loire;49;295;Saint-Laurent-de-la-Plaine;1566;41;1607
49;069;Orée d'Anjou;49;296;Saint-Laurent-des-Autels;2202;41;2243
49;244;Mauges-sur-Loire;49;297;Saint-Laurent-du-Mottay;722;19;741
49;298;Saint-Léger-de-Linières;49;298;Saint-Léger-des-Bois;1978;30;2008
49;092;Chemillé-en-Anjou;49;300;Saint-Lézin;744;22;766
49;301;Sèvremoine;49;301;Saint-Macaire-en-Mauges;7103;158;7261
49;018;Baugé-en-Anjou;49;303;Saint-Martin-d'Arcé;806;17;823
49;261;Gennes-Val-de-Loire;49;304;Saint-Martin-de-la-Place;1129;19;1148
49;331;Segré-en-Anjou Bleu;49;305;Saint-Martin-du-Bois;1015;47;1062
49;307;Loire-Authion;49;307;Saint-Mathurin-sur-Loire;2583;89;2672
49;248;Ombrée d'Anjou;49;309;Saint-Michel-et-Chanveaux;387;7;394
49;023;Beaupréau-en-Mauges;49;312;Saint-Philbert-en-Mauges;394;12;406
49;218;Montrevault-sur-Èvre;49;313;Saint-Pierre-Montlimart;3438;67;3505
49;218;Montrevault-sur-Èvre;49;314;Saint-Quentin-en-Mauges;1055;21;1076
49;018;Baugé-en-Anjou;49;315;Saint-Quentin-lès-Beaurepaire;313;6;319
49;218;Montrevault-sur-Èvre;49;316;Saint-Rémy-en-Mauges;1387;27;1414
49;050;Brissac Loire Aubance;49;317;Saint-Rémy-la-Varenne;923;23;946
